ID_fishingoperation;year;quarter;month;day;vessel_CFR;vessel_name;power_hp;length_m;TRB;port_base;port_landing;ICES_rec;metier;trip_id;haul;mesh_size;speed;target_species;moon;starting_time;tacking_time;time_trawling_h;starting_lat;tacking_lat;starting_lon;tacking_lon;starting_depth;tacking_depth;ICES_div;depth_average;species;weight_catch;weight_retained;weight_discarded;number_reatined;number_discarded
DESSUR24016_1;2024;1;2;19;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24016;1;55;3.0;MIXED WHITE;3;4:10;9:13;5.05;43.90;44.07;-8.53;-8.32;311;314;27.8.c;313;Lophius piscatorius;8.501;8.501;0;9.000;0
DESSUR24016_2;2024;1;2;19;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24016;2;55;3.3;MIXED WHITE;3;10:30;14:00;3.50;44.10;44.07;-8.37;-8.65;342;386;27.8.c;364;Lophius piscatorius;0;0;0;0;0
DESSUR24016_3;2024;1;2;19;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24016;3;55;3.0;MIXED WHITE;3;15:20;19:27;4.12;44.07;44.08;-8.68;-8.35;360;323;27.8.c;342;Lophius piscatorius;0;0;0;0;0
DESSUR24017_2;2024;1;2;20;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24017;2;55;3.3;MIXED WHITE;3;10:40;14:32;3.87;44.10;44.07;-8.35;-8.67;377;389;27.8.c;383;Lophius piscatorius;42.700;42.700;0;2.000;0
DESSUR24017_3;2024;1;2;20;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24017;3;55;3.0;MIXED WHITE;3;15:45;19:45;4.00;44.07;44.08;-8.67;-8.37;220;179;27.8.c;200;Lophius piscatorius;0;0;0;0;0
DESSUR24051_2;2024;2;6;17;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24051;2;55;3.1;MIXED WHITE;3;8:50;13:30;4.67;43.98;43.77;-8.43;-8.60;272;250;27.8.c;261;Lophius piscatorius;6.334;6.334;0;3.000;0
DESSUR24051_3;2024;2;6;17;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24051;3;55;3.3;MIXED WHITE;3;14:35;18:50;4.25;43.78;43.93;-8.58;-8.34;216;216;27.8.c;216;Lophius piscatorius;30.000;30.000;0;11.000;0
DESSUR24051_4;2024;2;6;17;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24051;4;55;3.1;MIXED WHITE;3;19:55;23:55;4.00;43.90;43.72;-8.32;-8.47;197;175;27.8.c;186;Lophius piscatorius;8.000;8.000;0;4.000;0
DESSUR24052_1;2024;2;6;18;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24052;1;55;3.3;MIXED WHITE;3;7:40;12:00;4.33;43.93;43.75;-8.39;-8.60;232;232;27.8.c;232;Lophius piscatorius;8.000;8.000;0;4.000;0
DESSUR24052_2;2024;2;6;18;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24052;2;55;3.2;MIXED WHITE;3;13:00;17:30;4.50;43.74;43.91;-8.63;-8.39;219;219;27.8.c;219;Lophius piscatorius;8.000;8.000;0;5.000;0
DESSUR24052_3;2024;2;6;18;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24052;3;55;3.2;MIXED WHITE;3;18:20;23:00;4.67;43.88;43.72;-8.39;-8.64;199;194;27.8.c;197;Lophius piscatorius;12.000;12.000;0;10.000;0
DESSUR24075_1;2024;3;8;26;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24075;1;55;3.2;BLUEWITHING;4;1:50;5:50;4.00;43.80;44.00;-8.55;-8.40;260;285;27.8.c;273;Lophius piscatorius;1.000;1.000;0;0;0
DESSUR24075_2;2024;3;8;26;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24075;2;55;3.1;BLUEWITHING;4;6:55;11:05;4.17;43.98;44.05;-8.35;-8.05;270;252;27.8.c;261;Lophius piscatorius;0;0;0;0;0
DESSUR24075_3;2024;3;8;26;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24075;3;55;3.2;BLUEWITHING;4;12:00;15:00;3.00;43.95;44.02;-8.62;-8.25;280;285;27.8.c;283;Lophius piscatorius;0;0;0;0;0
DESSUR24076_1;2024;3;8;27;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24076;1;55;3.2;BLUEWITHING;4;4:00;8:00;4.00;44.00;44.05;-8.23;-8.03;263;263;27.8.c;263;Lophius piscatorius;0;0;0;0;0
DESSUR24076_2;2024;3;8;27;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24076;2;55;3.2;BLUEWITHING;4;9:05;12:30;3.42;44.12;44.05;-8.07;-8.32;293;305;27.8.c;299;Lophius piscatorius;17.000;17.000;0;4.000;0
DESSUR24110_1;2024;4;12;2;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24110;1;;3.2;MIXED WHITE;3;2:15;7:20;5.08;43.70;43.70;-8.63;-8.60;200;190;27.8.c;195;Lophius piscatorius;16.801;16.801;0;18.000;0
DESSUR24110_3;2024;4;12;2;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24110;3;;3.1;FLYING SQUIDS;3;13:20;16:45;3.42;43.50;43.58;-9.17;-8.97;355;357;27.8.c;356;Lophius piscatorius;0;0;0;0;0
DESSUR24111_1;2024;4;12;3;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24111;1;;3.2;MIXED WHITE;3;2:00;3:10;1.17;43.68;43.67;-8.72;-8.75;261;276;27.8.c;269;Lophius piscatorius;10.752;10.752;0;12.000;0
DESSUR24111_3;2024;4;12;3;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24111;3;;3.0;MIXED WHITE;3;10:30;14:10;3.67;43.53;43.63;-9.13;-8.93;345;328;27.8.c;337;Lophius piscatorius;14.292;14.292;0;7.000;0
DESSUR24111_5;2024;4;12;3;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24111;5;;3.1;MIXED WHITE;3;20:40;1:46;5.00;43.77;43.98;-8.62;-8.40;270;284;27.8.c;277;Lophius piscatorius;0;0;0;0;0
DESSUR24111_6;2024;4;12;4;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24111;6;;3.0;MIXED WHITE;3;2:20;7:25;5.08;43.98;43.77;-8.42;-8.62;266;275;27.8.c;271;Lophius piscatorius;34.881;34.881;0;9.000;0
DESSUR24111_7;2024;4;12;4;ESP000014126;HIMAJO PRIMERO;720.00;32.00;189.00;A Coruña;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24111;7;;3.0;MIXED WHITE;3;8:20;11:20;3.00;43.80;43.92;-8.62;-8.48;273;296;27.8.c;285;Lophius piscatorius;0;0;0;0;0
DESSUR24018_2;2024;1;2;19;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24018;2;70;3.0;MIXED WHITE;3;8:20;12:30;4.17;43.38;43.25;-9.20;-9.44;188;190;27.8.c;189;Lophius piscatorius;5.916;5.916;0;1.000;0
DESSUR24018_3;2024;1;2;19;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24018;3;70;3.0;MIXED WHITE;3;13:25;18:00;4.58;43.27;43.42;-9.43;-9.20;210;241;27.8.c;226;Lophius piscatorius;16.500;16.500;0;4.000;0
DESSUR24018_4;2024;1;2;19;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24018;4;70;3.1;MIXED WHITE;3;19:05;22:35;3.50;43.45;43.61;-9.17;-8.97;260;183;27.8.c;222;Lophius piscatorius;15.166;15.166;0;5.000;0
DESSUR24019_2;2024;1;2;20;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24019;2;70;3.2;MIXED WHITE;3;10:30;14:30;4.00;43.82;43.68;-8.40;-8.58;194;179;27.8.c;187;Lophius piscatorius;17.925;17.925;0;10.000;0
DESSUR24019_3;2024;1;2;20;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24019;3;70;3.0;MIXED WHITE;3;15:20;19:20;4.00;43.65;43.55;-8.63;-8.87;177;174;27.8.c;176;Lophius piscatorius;17.396;17.396;0;5.000;0
DESSUR24019_4;2024;1;2;20;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24019;4;70;3.0;MIXED WHITE;3;20:20;0:30;5.10;43.53;43.43;-8.90;-9.12;177;188;27.8.c;183;Lophius piscatorius;9.377;9.377;0;3.000;0
DESSUR24019_7;2024;1;2;21;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E1;OTB_DEF_>=55_0_0;DESSUR24019;7;70;3.0;MIXED WHITE;3;11:35;15:30;3.92;43.38;43.45;-9.13;-8.88;163;150;27.8.c;157;Lophius piscatorius;11.996;11.996;0;7.000;0
DESSUR24019_8;2024;1;2;21;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E1;OTB_DEF_>=55_0_0;DESSUR24019;8;70;3.1;MIXED WHITE;3;16:30;20:30;4.00;43.42;43.47;-8.83;-8.57;135;128;27.8.c;132;Lophius piscatorius;0;0;0;0;0
DESSUR24060_2;2024;3;7;1;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24060;2;55;3.1;MIXED WHITE;4;7:10;10:30;3.33;43.40;43.33;-8.92;-9.23;143;165;27.8.c;154;Lophius piscatorius;2.752;2.752;0;1.000;0
DESSUR24060_3;2024;3;7;1;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E1;OTB_DEF_>=55_0_0;DESSUR24060;3;55;3.3;MIXED WHITE;4;11:35;15:00;3.42;43.32;43.43;-9.25;-8.97;165;155;27.8.c;160;Lophius piscatorius;0;0;0;0;0
DESSUR24061_2;2024;3;7;2;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24061;2;70;3.0;MIXED WHITE;4;7:15;11:10;3.92;43.08;43.43;-9.42;-9.27;161;161;27.8.c;161;Lophius piscatorius;8.679;8.679;0;1.000;0
DESSUR24061_3;2024;3;7;2;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24061;3;55;3.2;MIXED WHITE;4;12:30;16:30;4.00;43.33;43.50;-9.28;-9.05;179;194;27.8.c;187;Lophius piscatorius;5.132;5.132;0;2.000;0
DESSUR24061_4;2024;3;7;2;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24061;4;55;3.3;MIXED WHITE;4;17:30;21:00;3.50;43.48;43.58;-9.03;-8.78;185;168;27.8.c;177;Lophius piscatorius;0;0;0;0;0
DESSUR24061_6;2024;3;7;3;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24061;6;55;3.3;MIXED WHITE;4;2:30;6:00;3.50;43.70;43.82;-8.52;-8.33;177;181;27.8.c;179;Lophius piscatorius;15.392;15.392;0;4.000;0
DESSUR24061_7;2024;3;7;3;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24061;7;55;3.0;MIXED WHITE;4;7:15;10:15;3.00;43.77;43.67;-8.40;-8.63;181;175;27.8.c;178;Lophius piscatorius;1.657;1.657;0;3.000;0
DESSUR24061_8;2024;3;7;3;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E0;OTB_DEF_>=55_0_0;DESSUR24061;8;55;3.2;MIXED WHITE;4;11:30;16:30;5.00;43.58;43.45;-8.78;-9.07;179;176;27.8.c;178;Lophius piscatorius;10.964;10.964;0;3.000;0
DESSUR24061_9;2024;3;7;3;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'15E1;OTB_DEF_>=55_0_0;DESSUR24061;9;55;3.1;MIXED WHITE;4;17:30;22:00;4.50;43.45;43.48;-9.03;-8.73;163;144;27.8.c;154;Lophius piscatorius;6.452;6.452;0;3.000;0
DESSUR24084_1;2024;3;9;30;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24084;1;55;3.1;MIXED WHITE;1;2:05;5:07;3.03;43.60;43.67;-8.77;-8.78;409;461;27.8.c;435;Lophius piscatorius;75.000;75.000;0;5.000;0
DESSUR24117_1;2024;4;12;16;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24117;1;;3.2;MIXED WHITE;2;1:30;6:45;5.25;43.85;44.03;-8.27;-8.07;192;245;27.8.c;219;Lophius piscatorius;17.151;17.151;0;6.000;0
DESSUR24117_2;2024;4;12;16;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'17E2;OTB_DEF_>=55_0_0;DESSUR24117;2;;3.2;MIXED WHITE;2;7:50;11:10;3.33;44.03;44.10;-8.08;-7.85;253;351;27.8.c;302;Lophius piscatorius;20.874;20.874;0;8.000;0
DESSUR24117_3;2024;4;12;16;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'17E2;OTB_DEF_>=55_0_0;DESSUR24117;3;;3.3;MIXED WHITE;2;12:30;16:20;3.83;44.07;44.05;-7.75;-7.52;220;240;27.8.c;230;Lophius piscatorius;9.000;9.000;0;4.000;0
DESSUR24117_5;2024;4;12;16;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'17E2;OTB_DEF_>=55_0_0;DESSUR24117;5;;3.0;MIXED WHITE;2;21:40;1:40;4.00;44.07;44.02;-7.53;-7.32;357;183;27.8.c;270;Lophius piscatorius;17.488;17.488;0;5.000;0
DESSUR24117_7;2024;4;12;17;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'16E2;OTB_DEF_>=55_0_0;DESSUR24117;7;;3.0;MIXED WHITE;2;9:30;12:30;3.00;44.03;43.93;-7.65;-7.48;192;155;27.8.c;174;Lophius piscatorius;17.077;17.077;0;12.000;0
DESSUR24117_9;2024;4;12;17;ESP000022590;COSTA DA BARCA;480.00;27.50;137.67;Muxia;A Coruña;'16E2;OTB_DEF_>=55_0_0;DESSUR24117;9;;3.0;MIXED WHITE;2;19:10;21:30;2.33;43.98;43.95;-7.77;-7.87;146;165;27.8.c;156;Lophius piscatorius;18.361;1.612;16.749;1.000;61.000
DESSUR24024_1;2024;1;3;11;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24024;1;70;3.3;MIXED WHITE;1;3:00;7:00;4.00;43.60;43.73;-8.68;-8.45;172;172;27.8.c;172;Lophius piscatorius;40.488;40.488;0;12.000;0
DESSUR24024_3;2024;1;3;11;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24024;3;70;3.3;MIXED WHITE;1;13:00;17:30;4.50;43.87;43.75;-8.23;-8.47;188;185;27.8.c;187;Lophius piscatorius;20.000;20.000;0;21.000;0
DESSUR24024_4;2024;1;3;11;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24024;4;70;3.1;MIXED WHITE;1;18:15;23:00;4.75;43.75;43.57;-8.47;-8.73;185;168;27.8.c;177;Lophius piscatorius;9.000;9.000;0;0;0
DESSUR24025_1;2024;1;3;12;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24025;1;70;3.2;MIXED WHITE;1;4:30;8:30;4.00;43.73;43.88;-8.42;-8.22;176;187;27.8.c;181;Lophius piscatorius;9.719;9.719;0;8.000;0
DESSUR24025_2;2024;1;3;12;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'16E2;OTB_DEF_>=55_0_0;DESSUR24025;2;70;3.1;MIXED WHITE;1;9:00;13:15;4.25;43.88;43.97;-8.22;-7.93;186;179;27.8.c;183;Lophius piscatorius;36.000;36.000;0;14.000;0
DESSUR24025_3;2024;1;3;12;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24025;3;70;3.3;MIXED WHITE;1;14:15;18:30;4.25;43.97;43.93;-7.95;-8.30;185;219;27.8.c;202;Lophius piscatorius;15.300;15.300;0;6.000;0
DESSUR24025_4;2024;1;3;12;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24025;4;70;3.3;MIXED WHITE;1;19:30;23:30;4.00;43.93;43.75;-8.30;-8.45;212;174;27.8.c;193;Lophius piscatorius;14.487;14.487;0;8.000;0
DESSUR24065_1;2024;3;7;15;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24065;1;55;3.0;MIXED WHITE;3;2:35;6:00;3.42;43.93;44.10;-8.63;-8.70;430;403;27.8.c;417;Lophius piscatorius;22.500;22.500;0;6.000;0
DESSUR24065_2;2024;3;7;15;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'17E1;OTB_DEF_>=55_0_0;DESSUR24065;2;55;3.0;MIXED WHITE;3;7:00;11:20;4.33;44.08;44.10;-8.65;-8.30;366;322;27.8.c;344;Lophius piscatorius;18.400;18.400;0;0;0
DESSUR24066_1;2024;3;7;16;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24066;1;55;3.0;MIXED WHITE;3;5:45;10:00;4.25;43.83;44.00;-8.52;-8.33;262;271;27.8.c;267;Lophius piscatorius;14.000;14.000;0;10.000;0
DESSUR24088_1;2024;4;10;14;ESP000023450;BURELES;693.80;28.00;149.90;Santa Eugenia de Ribeira;A Coruña;'16E1;OTB_DEF_>=55_0_0;DESSUR24088;1;55;3.0;MIXED WHITE;3;1:20;5:25;4.08;43.73;43.60;-8.72;-8.95;344;366;27.8.c;355;Lophius piscatorius;12.500;12.500;0;4.000;0
DESSUR24112_1;2024;4;12;2;ESP000023639;O CANTIÑO;600.00;31.50;147.00;Burela;Cariño;'17E1;OTB_DEF_>=55_0_0;DESSUR24112;1;70;3.0;MIXED WHITE;3;4:30;10:30;6.00;43.92;44.12;-7.70;-8.02;145;135;27.8.c;140;Lophius piscatorius;10.423;10.423;0;7.000;0
DESSUR24112_2;2024;4;12;2;ESP000023639;O CANTIÑO;600.00;31.50;147.00;Burela;Cariño;'16E2;OTB_DEF_>=55_0_0;DESSUR24112;2;70;3.3;MIXED WHITE;NA;11:00;15:00;4.00;44.12;43.95;-8.02;-7.63;135;147;27.8.c;141;Lophius piscatorius;7.140;7.140;0;7.000;0
DESSUR24112_3;2024;4;12;2;ESP000023639;O CANTIÑO;600.00;31.50;147.00;Burela;Cariño;'16E1;OTB_DEF_>=55_0_0;DESSUR24112;3;70;3.9;MIXED WHITE;3;15:30;19:00;3.50;43.90;43.90;-7.70;-8.03;149;187;27.8.c;168;Lophius piscatorius;0;0;0;0;0
DESSUR24113_1;2024;4;12;3;ESP000023639;O CANTIÑO;600.00;31.50;147.00;Burela;Cariño;'16E2;OTB_DEF_>=55_0_0;DESSUR24113;1;70;3.8;MIXED WHITE;3;5:00;9:30;4.50;43.78;43.92;-7.78;-7.30;147;151;27.8.c;149;Lophius piscatorius;5.420;5.420;0;2.000;0
DESSUR24113_2;2024;4;12;3;ESP000023639;O CANTIÑO;600.00;31.50;147.00;Burela;Cariño;'16E2;OTB_DEF_>=55_0_0;DESSUR24113;2;70;3.7;MIXED WHITE;3;10:00;15:00;5.00;43.92;43.88;-7.30;-7.33;151;157;27.8.c;154;Lophius piscatorius;2.219;2.219;0;2.000;0
DESSUR24113_3;2024;4;12;3;ESP000023639;O CANTIÑO;600.00;31.50;147.00;Burela;Cariño;'16E2;OTB_DEF_>=55_0_0;DESSUR24113;3;70;3.6;MIXED WHITE;3;15:30;19:00;3.50;43.88;43.87;-7.33;-7.35;157;153;27.8.c;155;Lophius piscatorius;0;0;0;0;0
DESSUR24113_4;2024;4;12;3;ESP000023639;O CANTIÑO;600.00;31.50;147.00;Burela;Cariño;'16E2;OTB_DEF_>=55_0_0;DESSUR24113;4;70;3.6;MIXED WHITE;3;19:30;23:00;3.50;43.90;43.83;-8.03;-7.68;187;129;27.8.c;158;Lophius piscatorius;3.935;3.935;0;3.000;0
DESSUR24057_2;2024;2;6;24;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24057;2;70;3.1;MIXED WHITE;1;9:55;13:30;3.58;43.90;43.97;-7.75;-7.50;135;161;27.8.c;148;Lophius piscatorius;1.519;1.519;0;1.000;0
DESSUR24057_3;2024;2;6;24;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24057;3;70;3.2;MIXED WHITE;2;14:15;18:20;4.08;43.98;44.00;-7.50;-7.27;166;177;27.8.c;172;Lophius piscatorius;16.000;16.000;0;11.000;0
DESSUR24057_4;2024;2;6;24;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24057;4;70;3.1;MIXED WHITE;2;18:45;23:00;4.25;43.98;43.85;-7.27;-7.12;205;152;27.8.c;179;Lophius piscatorius;11.000;11.000;0;5.000;0
DESSUR24057_6;2024;2;6;25;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E3;OTB_DEF_>=55_0_0;DESSUR24057;6;70;3.0;MIXED WHITE;2;9:35;12:10;2.58;43.85;43.95;-7.00;-6.85;124;124;27.8.c;124;Lophius piscatorius;9.561;9.561;0;3.000;0
DESSUR24057_7;2024;2;6;25;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E3;OTB_DEF_>=55_0_0;DESSUR24057;7;70;3.2;MIXED WHITE;2;12:38;15:05;2.45;43.80;43.73;-6.90;-6.93;126;121;27.8.c;124;Lophius piscatorius;16.050;16.050;0;3.000;0
DESSUR24057_8;2024;2;6;25;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24057;8;70;3.2;MIXED WHITE;2;15:30;19:05;3.58;43.72;43.68;-6.95;-7.18;128;117;27.8.c;123;Lophius piscatorius;10.600;10.600;0;9.000;0
DESSUR24090_1;2024;4;10;14;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24090;1;70;3.8;MIXED WHITE;3;0:30;4:30;4.00;43.67;43.68;-7.35;-7.35;110;108;27.8.c;109;Lophius piscatorius;0;0;0;0;0
DESSUR24090_2;2024;4;10;14;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24090;2;70;3.9;MIXED WHITE;3;5:00;8:30;3.50;43.68;43.68;-7.37;-7.38;126;129;27.8.c;128;Lophius piscatorius;0;0;0;0;0
DESSUR24090_3;2024;4;10;14;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24090;3;70;3.9;MIXED WHITE;3;9:00;12:30;3.50;43.68;43.70;-7.38;-7.40;118;121;27.8.c;120;Lophius piscatorius;0;0;0;0;0
DESSUR24090_4;2024;4;10;14;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24090;4;70;3.9;MIXED WHITE;3;13:00;16:27;3.45;43.70;43.70;-7.40;-7.42;119;122;27.8.c;121;Lophius piscatorius;3.957;3.957;0;7.000;0
DESSUR24090_5;2024;4;10;14;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24090;5;70;4.0;MIXED WHITE;3;16:45;19:00;2.25;43.72;43.72;-7.42;-7.40;126;129;27.8.c;128;Lophius piscatorius;692;692;0;3.000;0
DESSUR24090_6;2024;4;10;14;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24090;6;70;3.9;MIXED WHITE;3;19:30;21:00;1.50;43.70;43.70;-7.38;-7.37;112;113;27.8.c;113;Lophius piscatorius;0;0;0;0;0
DESSUR24090_7;2024;4;10;14;ESP000023724;RIO XUNCO;400.00;29.00;149.00;Burela;Burela;'16E2;OTB_DEF_>=55_0_0;DESSUR24090;7;70;3.8;MIXED WHITE;3;21:45;23:30;1.75;43.70;43.70;-7.37;-7.35;116;121;27.8.c;119;Lophius piscatorius;856;856;0;3.000;0
